trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
855,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
856,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
857,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
858,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
859,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-011 | 021-001-011-008 | 021-001-011-008-022,000,022,000,022,<P>,<E>
860,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
861,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
862,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
863,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,004 -> 002 -> 005 -> 006 -> 022,022,004 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
864,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
865,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
866,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
867,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
868,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
869,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,022,022,022,<E>,<E>
870,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
871,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
872,8,2,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
873,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
874,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,022,000,022,<P>,<E>
875,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
876,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
877,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
878,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
879,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
880,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
881,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006 | 021-001-002-005-006-022,000,022,000,022,<P>,<E>
882,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
883,5,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-013 | 021-001-013-008,022,022,022,022,<E>,<E>
884,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,022,022,022,<E>,<E>
885,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
886,13,8,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-013 | 021-001-013-008-001-013-008 | 021-001-013-008-001-013-008-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
887,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
888,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
889,6,4,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-002 | 021-001-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
890,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
891,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
892,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
893,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
894,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
895,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,022,000,022,<P>,<E>
896,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
897,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
898,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
899,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
900,6,4,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-004 | 021-001-004-002,003 -> 022,022,003 -> 022,022,REJECTED_by_MISSING -> <E>,<E>
901,12,1,11,1,0.0,0.0,0.0,0.0,0.09090909090909094,0.09090909090909094,1.0,0.09090909090909091,0.0,0.09090909090909094,0.09090909090909094,1.0,0.24679767697019517,021,001 -> 014 -> 007 -> 008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 007 -> 008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
902,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
903,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
904,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
905,11,3,8,1,0.0,0.0,0.0,0.0,0.125,0.125,1.0,0.125,0.0,0.125,0.125,1.0,0.26307430519497754,021 | 021-001 | 021-001-014,007 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,007 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
906,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,022,000,022,<P>,<E>
907,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
908,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
909,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
910,6,2,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001,014 -> 007 -> 008 -> 022,022,014 -> 007 -> 008 -> 022,022,APPROVED_by_ADMINISTRATION -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> <E>,<E>
911,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-004 | 021-001-004-002 | 021-001-004-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
912,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
913,8,2,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
914,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
915,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
916,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
917,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
918,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
919,9,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,022,000,022,<P>,<E>
920,6,2,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
921,5,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-013 | 021-001-013-008,022,022,022,022,<E>,<E>
922,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,015 -> 007 -> 008 -> 022,022,015 -> 007 -> 008 -> 022,022,APPROVED_by_BUDGET_OWNER -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> <E>,<E>
923,6,1,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021,001 -> 002 -> 005 -> 006 -> 022,022,001 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
924,6,2,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
925,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
926,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
927,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
928,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
929,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
930,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
931,5,2,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001,013 -> 008 -> 022,022,013 -> 008 -> 022,022,REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,<E>
